Headline,Body ID,Stance
Islamic State claims it executed American photojournalist James Foley,1034,unrelated
Armed U.S. drones spotted flying over Syria in possible hunt for ISIS leader,1501,unrelated
Christian Bale to play Steve Jobs in upcoming biopic,1296,unrelated
"Sorry, KFC isn't going to be selling weed in Colorado restaurants",1933,disagree
Sushi lover's entire body left riddled with WORMS after eating contaminated sashimi,156,agree
"A message from Jim's mom, Diane Foley:",2526,unrelated
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,938,unrelated
"No, Islamic State Militants Have Not Been Caught by U.S. Border Patrol",1267,discuss
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,1746,unrelated
North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,1001,discuss
New Audio Shows Michael Brown Was Shot at 11 Times,2481,discuss
Texas City plumber's truck ends up in Syrian war,2344,unrelated
Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,1836,unrelated
Russian Man Wakes Up to Find His Testicles Have Been Stolen,1628,unrelated
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,1982,discuss
ISIL militant 'Jihadi John' named by media,1780,discuss
Officials Refute Iraqi Media Reports That ISIS Members Have Contracted Ebola In Mosul,2299,unrelated
Parliament Hill shooting: Sergeant-At-Arms Kevin Vickers the family hero who took down Ottawa gunman,1586,unrelated
Cheese addiction breaks Kim Jong-un's ankles,2441,unrelated
Woman Spends Entire Week In KFC After Getting Dumped By Her Boyfriend,1551,agree
Mystery man slaps shoppers around head for sneezing,459,unrelated
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',1289,unrelated
ISIL video claims beheading of kidnapped journalist James Foley,2115,unrelated
Has Kim Yo-Jong Taken Over For Kim Jong Un? Sister Assumes North Korea State Duties While Brother Undergoes Medical Treatment,1939,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,298,discuss
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,459,unrelated
Alleged audio of Michael Brown shooting released,2149,discuss
Audio recording allegedly captures moment Michael Brown was shot,1289,unrelated
Hoax 'Banksy Arrested in London' Story Dupes the Internet Again,258,disagree
"Viral Video Of Homeless Man Spending $100 On Food For Other Homeless Was Faked, Witness Says",570,unrelated
A Bunch Of People Thought Banksy Got Arrested But It Was A Hoax,2362,agree
Iraqi social-media rumors claim IS leader slain,35,unrelated
Boston.com retracts claim about racist email from professor,1266,unrelated
"Jess Smith, 19, Claims She Was Teletubbies' Giggling Baby: What Did She Get Paid?",979,unrelated
Microsoft's Silicon Valley campus now guarded by Daleks,1577,unrelated
Now THAT'S a Royal trip! Alan Titchmarsh finds psychedelic mushroom in the Queen's garden at Buckingham Palace,562,unrelated
Big Bank Hank dead: Sugarhill Gang member and rapper dies aged 57,1107,unrelated
Heartwarming video shows son revealing he’s paid off parent’s mortgage as a Christmas gift,2459,agree
Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,571,unrelated
"Is Apple about to launch a totally redesigned, 12-inch MacBook Air?",1013,discuss
Kim Jong-Un planning Scottish restaurant,846,unrelated
Biological Warfare on the Horizon? ISIS Soldiers May Be Infected With Ebola,1385,discuss
Meteorite strike in Nicaragua puzzles experts,1867,unrelated
"Unhappy Customer: Comcast Told My Employer About Complaint, Got Me Fired",2133,discuss
"Ann Arbor pizza delivery driver surprised with $2,000 tip",1358,agree
"Etats-Unis: Mort pendant 48 minutes, un prêtre affirme que Dieu est une femme",2296,unrelated
Who Should Play Steve Jobs Now That Christian Bale Quit?,2211,disagree
Kim Jong-un: Absent North Korean leader is 'recovering from ankle surgery',1689,unrelated
The rats eat Prada at Vogue NY office,585,unrelated
"Obama, Outraged Over Beheading, Vows to Stay on Course",704,unrelated
NASA Raises Doubts About Reports of Nicaraguan Meteorite,715,unrelated
You're Not Going to Become Weightless on January 4th,1625,unrelated
Apple Watch mass production kicks off in January: Report,1056,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,527,agree
Low-level marijuana possession could soon land you a ticket instead of arrest in New York City,1406,discuss
Aaron Sorkin Confirms Christian Bale Will Play Steve Jobs,1294,unrelated
Founding Fathers-Era Time Capsule Found in Boston,1442,unrelated
Is Kim Jong Un's sister Kim Yo Jong in charge?,744,discuss
"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",34,discuss
US officials: Video shows American's execution,2096,unrelated
This Powerful Cartoon About The Charlie Hebdo Attack Is Not By Banksy,1213,disagree
Could Kim Jong Un open a restaurant in Scotland?,1535,unrelated
Rat problem worsens at One World Trade Center offices of Conde Nast,964,unrelated
Lebanon 'holding IS leader's daughter and ex-wife',2268,discuss
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,2039,unrelated
Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,2234,agree
Michael Phelps' girlfriend was born male but did not tell swimmer about her past,35,unrelated
This Week In Weird News: Horrible Human Slaps Elderly Woman For Sneezing,2277,unrelated
"Leader of Qaeda-Linked Somali Group Is Dead, U.S. Says",839,agree
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,2287,unrelated
"'See you Monday': N.L. man keeps Facebook promise to police, turns himself in  Read more: http://www.ctvnews.ca/canada/see-you-monday-n-l-man-keeps-facebook-promise-to-police-turns-himself-in-1.2206960#ixzz3QEDaSGxU",2164,agree
"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",1461,unrelated
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",1439,unrelated
New Audio Shows Michael Brown Was Shot at 11 Times,1803,unrelated
Missing American journalist reportedly beheaded by Islamic State ,2287,unrelated
Mexico checks if 43 missing students in mass grave,2334,discuss
Reports: Big Bank Hank of pioneering rap group Sugarhill Gang has died,1831,agree
"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",1890,agree
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,936,unrelated
Nun gives birth to surprise baby after complaining of stomach pains,1828,agree
"In Kim Jong Un's absence, his sister may rule. Or not.",2266,unrelated
"Vice Media Chief Said to Pay $300,000 for Dinner for 30",254,unrelated
"Sorry, Everyone: Durex Is Unfortunately Not Making Pumpkin Spice Condoms",242,unrelated
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,882,unrelated
"No, there aren’t any Ebola cases in Iraq",1355,discuss
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,1506,unrelated
"Bosnia: Seven underage girls return from five day school trip, pregnant",313,unrelated
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,1438,unrelated
Brian Williams slams social media for speculation weatherman Mike Seidel relieved himself on air,1885,unrelated
"Comcast Turns Complaints Back On Customer, Gets His Employer To Fire Him",86,unrelated
Texas plumber's truck spotted in Syria: 'We have nothing to do with terror at all',1731,unrelated
"McDonald’s to Stop Serving Overweight Customers in January? Nope, ‘1/15/2015′ Story is Fake",1848,disagree
"So, There Might Be a Rat Infestation at Vogue",713,agree
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,2115,unrelated
ISIS video showing beheading triggers international response,2241,discuss
Was The Video Of That Homeless Man Doing Good Deeds With $100 All An Elaborate Hoax!?,2061,disagree
Amazon Is Opening a Brick-and-Mortar Store in Manhattan,1840,unrelated
ISIS fighters seize weapons airdrop meant for Kurds,1597,discuss
"Nigeria's missing girls 'to be released by Boko Haram', government aide claims",125,unrelated
Apple's 12-Inch Retina MacBook Air Shown in Artist's Renditions,1545,unrelated
Anna Wintour 'refuses to work at new World Trade Center Vogue office due to rat infestation',2498,agree
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,704,unrelated
The news of Cesar Millan's death is false,837,discuss
Taliban member swapped by Obama for Bowe Bergdahl tried to return to terror: report,2254,unrelated
Daash Ebola transferred to Mosul {Google Translate],2180,discuss
ISIS Getting Ebola,2299,unrelated
"Boko Haram Denies Ceasefire, Says Kidnapped Girls Are Now Married",2045,unrelated
Not coming to a store near you: The pumpkin spice condom,2058,discuss
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,1077,unrelated
"Apple Reportedly Preparing 12-inch MacBook Air, Thinner and Lighter than Existing Models",80,unrelated
"Thanks Uncle Sam, we have your weapons airdrop: ISIS taunts America over intercepted weapons meant for Kurds",1708,unrelated
Christian Bale won't play Steve Jobs,1131,disagree
Amazon's first brick-and-mortar store said to open in Manhattan,467,agree
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,75,unrelated
11 aircraft are missing from ‘terrorist-held’ Tripoli airport ahead of 9/11 anniversary,1515,agree
CNN audio: Is this the moment Michael Brown was shot?,2234,agree
Nicaragua asks U.S. for help investigating meteorite crater,2154,discuss
See the Crater a Meteorite Made in Nicaragua,345,unrelated
"David Haines Beheaded By ISIS, Execution Video Contains Threats Against UK: Reports",650,unrelated
"Christian Bale in talks to play Steve Jobs for Sony, Danny Boyle",1939,unrelated
Report—Jose Canseco accidentally shot at his home tonight,186,unrelated
"Islamic State leader's family detained by Lebanon, officials say",691,unrelated
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,1938,unrelated
Somali terrorist leader dead after US airstrike,2268,unrelated
Rumors of ISIS leader's death debunked,518,unrelated
US officials: Video shows American's execution,2526,unrelated
DNA Tests Confirm Lebanon Is Holding ISIS Leader’s Child,2360,unrelated
"Tour, agent: Tiger Woods not banned",1417,discuss
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,1789,unrelated
Judicial Watch's Farrell: ISIS Terrorists Did Cross Mexican Border,527,unrelated
Weather Reporter Mike Seidel Was Caught Off Guard on Live TV and Appeared to Be Urinating in the Snow -- Watch!,1926,disagree
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,1921,unrelated
"Rumor: Stainless Steel Apple Watch Will Cost $500, Gold $4,000",2459,unrelated
ESPN to save NFL's image with all-male domestic abuse discussion,2137,disagree
Abdel-Majed Abdel Bary in Foley beheading: London rapper songs help identify him,975,unrelated
"Accused Boston Marathon Bomber Severely Injured In Prison, May Never Walk Or Talk Again",1936,agree
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,2109,unrelated
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1034,unrelated
Lebanon detains wife and son of Al-Baghdadi,703,disagree
Kim Yo-jong in Charge: Kim Jong-un's Sister 'Replaces' North Korean Dictator During Illness,2477,discuss
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",1786,unrelated
"A message from Jim's mom, Diane Foley:",2304,unrelated
Seth Rogen to Star as Steve Wozniak in Sony's Steve Jobs Biopic [Updated],646,unrelated
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,2070,unrelated
White House Fence Jumper Pushed Past Female Guard,508,unrelated
Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career,1786,unrelated
NET Extra: Back-from-the-dead Catholic priest claims God is a female...,855,unrelated
Isilkulskom student has gained superhero powers after shock,1459,unrelated
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,503,unrelated
Led Zeppelin’s Robert Plant ripped up a $924 million reunion contract,1648,unrelated
"Zack Snyder Kills ""Stolen Batmobile"" Rumor With Great Photo",87,unrelated
Boko Haram denies it has agreed ceasefire,1540,discuss
Lebanon 'holding IS leader's daughter and ex-wife',682,unrelated
"Suspected meteorite leaves crater in Managua, is linked to asteroid",649,unrelated
It’s About To Get Harder To Be Arrested For Pot Possession In New York City,1646,discuss
Audio may have captured Michael Brown shooting,1435,unrelated
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),1104,disagree
ISIL Beheads American Photojournalist in Iraq,2453,unrelated
"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",2147,unrelated
Rat problem worsens at One World Trade Center offices of Conde Nast,1737,unrelated
US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),2252,unrelated
Priest' claim of seeing God as a woman dismissed as hoax,1303,disagree
Christian Bale to play Steve Jobs in upcoming biopic,1939,unrelated
REPORT: Apple's Watch Will Come In 2 Storage Sizes,409,unrelated
"Everybody Relax, Banksy Wasn’t Arrested And Exposed As A 35-Year-Old Man",77,unrelated
Missing Planes,1575,unrelated
Apple Watch battery will require nightly charging,2002,unrelated
Seth Rogen reportedly nabs Steve Wozniak role in Steve Jobs filmSteve Jobs Iconic Moments,1921,unrelated
Is There an ISIS Threat on the Texas-Mexico Border or Not?,167,discuss
Video messaging service verifies timing of CNN audio recording,2020,unrelated
Eyewitness Says Viral Video of Homeless Man Was Staged,676,agree
Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,240,agree
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,2127,unrelated
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,1939,discuss
Obama: murder of James Foley 'shocks the conscience of the entire world',2067,agree
This Powerful Cartoon About The Charlie Hebdo Attack Is Not By Banksy,2360,unrelated
White House fence-jumper made it far deeper into building than previously known,1804,unrelated
For sale: Tiger's former island in Sweden,1954,unrelated
Hospital Officials: Kansas City Patient Not Being Treated For Ebola,1349,unrelated
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,344,unrelated
Founding Fathers-Era Time Capsule Found in Boston,851,unrelated
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,2191,discuss
ISIS Seemingly Beheaded American Journalist James Wright Foley,1786,unrelated
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",115,unrelated
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,867,unrelated
Photo gallery: Amazing £300 operation by North Walsham vet on constipated goldfish,1361,unrelated
BREAKING Gill Rosenberg former IDF soldier was captured by ISIS,2142,discuss
Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,137,unrelated
Christian Bale Drops Out of Steve Jobs Biopic,1646,unrelated
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,125,unrelated
Spider burrowed through tourist's stomach and up into his chest,1880,disagree
"ISIS Claims Female American Hostage, Kayla Mueller, Killed in Airstrike",2473,unrelated
Iraq Says Arrested Woman Is Not The Wife of ISIS Leader al-Baghdadi,691,agree
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,321,unrelated
Tim Cook Reportedly Reveals Apple Watch Waterproofing Has Improved,62,unrelated
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,2299,unrelated
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,2175,unrelated
"Islamic State Militants Have Been Flying 3 Captured Warplanes Over Syrian Airport, Witnesses Say",2406,discuss
"This boy nearly died, now he has a superpower like Marvel’s Magneto",1433,agree
Michelle Obama’s face blurred by Saudi state television,2251,unrelated
"Report: Stainless steel Apple Watch will be priced $500, gold at $5,000",829,unrelated
"Macaulay Culkin Dead? Hoax Goes Viral, Claims Actor Found Dead in Apartment",690,unrelated
Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,267,unrelated
"Soon Marijuana May Lead to Ticket, Not Arrest, in New York",1732,discuss
Saudi cleric condemns snowmen as anti-Islamic,1857,unrelated
Hoax 'Banksy Arrested in London' Story Dupes the Internet Again,30,unrelated
"No, Robert Plant Didn’t Rip Up an $800 Million Contract",1148,unrelated
Vogue's new digs are reportedly swarming with rats,725,unrelated
ISIS fighters ‘have contracted Ebola’,1669,unrelated
Dog found abandoned outside railway station with suitcase of his belongings,2523,agree
Canadian Michael Zehaf-Bibeau thought to be the gunman in Ottawa shooting,1883,disagree
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",93,unrelated
Judicial Watch's Farrell: ISIS Terrorists Did Cross Mexican Border,2367,discuss
Man Severed Penis That Failed To Impress Girls,827,agree
Confusion as Cuba’s Castro mourned instead of Kenya’s Fidel,2399,discuss
Apple Watch battery will require nightly charging,932,unrelated
Boko Haram ceasefire ignored as violence flares in Borno state,1821,discuss
Another American hostage at risk by Islamic state,533,unrelated
Jordan king cites Clint Eastwood in revenge vow,1789,unrelated
Homeland Security says terrorists haven't crossed U.S-Mexico border,186,unrelated
WTC rats scare off Anna Wintour,1940,unrelated
Report: Missing Libyan jetliners raise fears of suicide airliner attacks on 9/11,2448,discuss
Gateway Pundit,1263,unrelated
WHO: Reports of Suspected Ebola Cases in Iraq Untrue,2197,discuss
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,524,unrelated
’6 Days Darkness in December 2014′ 100% Fake; NASA Confirmed 3 Days Total Darkness Hoax as Well,1042,unrelated
Insurgents killed in Nigeria despite alleged truce with Boko Haram,2403,discuss
Has Ebola infected Isis militants in Mosul?,1461,unrelated
Seth Rogen to play Woz in Jobs biopic,723,unrelated
Magic Mushrooms Found in Queen Elizabeth's Garden at Buckingham Palace,1258,agree
Report: ISIS Leader Abu Bakr Al-Baghdadi Assassinated In U.S. Airstrike,1466,discuss
Nigeria Boko Haram blamed for raids despite truce claim,171,unrelated
"ISIS Unleash ""Scorpion"" Bombs In Iraq",1251,agree
Court Orders Probe Into Complaints Of 'Forced Castration' In Religious 'Dera' Sect,2305,unrelated
Anyone for dog meat soup? Kim Jong-Un considers opening restaurant in Scotland selling North Korean delicacies,1336,unrelated
Isis Syria News: Video Shows US Airdropped Weapons and Grenades 'Captured by Islamic State',693,unrelated
Michael Phelps' self-proclaimed girlfriend says she was born a BOY and reveals 'amazing' sex with Olympian,862,agree
A Spider Lived Inside This Tourist’s Body For 3 Days After Burrowing Into His Skin Through A Scar,1549,disagree
Media reports identify Londoner as Islamic State's ‘Jihadi John’,2125,unrelated
China: Satirical site warns citizens over name choices,1987,unrelated
PGA Tour Denies Claim That Tiger Woods Failed A Drug Test,1883,unrelated
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",1913,unrelated
ISIS Video: America’s Air Dropped Weapons Now in Our Hands,104,unrelated
Apple Watch Smartwatch to Ship 15 Million Units Worldwide in 2015,1524,discuss
"Man cuts off manhood, throws it in the bin, after girlfriend leaves over small penis",40,unrelated
"Source: Pot in NYC may soon net just a ticket, not arrest",2307,unrelated
Pope Francis turns out not to have made pets in heaven comment,2370,disagree
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,2502,agree
Islamic State claims to have beheaded American journalist,11,unrelated
ISIS Getting Ebola,938,discuss
Claim: Comcast Got Complaining Customer Fired From His Job,2034,unrelated
Passenger Wears A Hazmat Suit To Dulles Airport,817,unrelated
Who Should Play Steve Jobs Now That Christian Bale Quit?,137,unrelated
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,524,unrelated
Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,1885,discuss
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,1541,unrelated
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,2268,unrelated
This Letter To Parents From A 1970s Lego Set Contains An Important Message For Gender Equality,1040,unrelated
American Predator Drone Circling Islamic State’s Stronghold,2469,discuss
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1579,disagree
Watch: US marine survives Taliban sniper headshot in Afghanistan,1734,unrelated
Shots Heard In Alleged Brown Shooting Recording [AUDIO],1498,unrelated
Sugarhill Gang Rapper Big Bank Hank Dies at 57,2340,agree
"Comfort eating? Chinese woman, 26, spends an entire WEEK in KFC after being dumped by boyfriend",2299,unrelated
New Audio Allegedly Captures Moment Michael Brown Was Shot,1934,discuss
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,1906,unrelated
Utah Man Hospitalized After Winning Eggnog Chugging Contest,741,agree
"In New York City, Marijuana May Mean Ticket, Not Arrest",2163,agree
Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,2304,unrelated
Doubts cast over Nicaragua meteorite claim,757,unrelated
REPORT: JETLINERS STOLEN FROM LIBYA COULD BE USED TO ATTACK U.S. ON 9/11,1515,agree
"Non, le lancement du nouveau «Star Wars» ne sera pas devancé à cet été",748,unrelated
"Batmobile stolen in Detroit? Good one, joker!",1529,discuss
"No, a bird didn't poop on Vladimir Putin",2367,unrelated
ISIS Militants Allegedly Contracted Ebola,1347,unrelated
"Nigeria's missing girls 'to be released by Boko Haram', government aide claims",2192,discuss
Durex is not confirming or denying rumors of a “pumpkin spice” condom,1648,discuss
ISIS Video: America’s Air Dropped Weapons Now in Our Hands,1708,unrelated
Mexico checks if 43 missing students in mass grave,761,unrelated
Say 'eh-oh!' to the Teletubbies SUN BABY - can you still recognise her after 19 years?,2256,unrelated
MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,2104,unrelated
"Apple Targeting March for Apple Watch Launch, Retail Training Begins Next Month",2154,unrelated
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,1857,unrelated
Russian Man Wakes Up to Find His Testicles Have Been Stolen,2343,unrelated
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",687,unrelated
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,11,unrelated
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",1040,unrelated
Two blokes dared to eat 20-year-old burger for charity,568,unrelated
Tiger Woods selling Swedish villa — island included,1802,unrelated
Nigeria Boko Haram blamed for raids despite truce claim,821,unrelated
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,2345,discuss
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1427,unrelated
"11 Tripoli Planes Still Missing, Sparks 9/11 Concerns",1515,agree
No - a Fox News Twitter account isn't responding to tweets on the #FoxNewsFacts hashtag,808,unrelated
India Rape Crisis Sees Mob Castrate Alleged Sex Attacker in Shocking Scenes,1981,unrelated
Report: Secret Service Lied About White House Fence Jumper,1840,agree
Rumors about Fidel Castro’s death again circulate on the Internet,244,unrelated
Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,968,unrelated
‘Photo of slain IS leader’ reported to be doctored,1921,discuss
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",2115,unrelated
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',2367,unrelated
Experts: More facts needed on purported audio recording of Michael Brown shooting,1897,unrelated
"Tiger Woods is not on suspension for failing a drug test, his agent and a PGA official say",1584,unrelated
"Small meteorite strikes Nicaragua, government says",1900,unrelated
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,1368,unrelated
"Tiger Woods PED, PGA Tour Suspension Allegations Retracted by Dan Olsen",706,unrelated
Satirical news site attacks China’s weird English names,2115,unrelated
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,837,discuss
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",2109,unrelated
"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",206,unrelated
Rumor debunked: RoboCop-style robots are not patrolling Microsoft's campus,2295,unrelated
Militant Group Says It Killed American Journalist in Syria,2067,agree
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,2138,discuss
Apple Watch launch reportedly planned for February with limited supply,2431,discuss
‘The cub of Baghdadi': ISIS reports its youngest jihadist ‘got martyred’ in battle,300,unrelated
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,938,unrelated
[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,1256,unrelated
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,2139,discuss
Amazon Is Going To Open A Physical Store!,737,discuss
Boko Haram Denies Nigeria Cease-Fire Claim,2192,unrelated
Apple Watch mass production kicks off in January: Report,320,unrelated
ISIS Extremists Claim to Behead British Hostage David Haines,2034,unrelated
"Apple Watch Power Reserve feature will save battery life, report says",1223,unrelated
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,1774,discuss
Isis claims to behead US journalist,1857,unrelated
Kim Jong-Un's sister reportedly running N. Korea,986,unrelated
"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports",88,unrelated
Pumpkin Spice condoms? Don't fall for this hoax.,714,unrelated
Reports of missing Libyan planes raise 9/11 terror fears,723,unrelated
"Nun gives birth, intends to keep baby",1480,unrelated
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",2139,discuss
ISIS Appears To Behead American Photojournalist In YouTube Video,1361,discuss
ISIS Reportedly Beheads U.S. Journalist James Wright Foley on Camera,2453,unrelated
British-born rapper is main suspect in search for ISIS jihadist who beheaded James Foley,592,unrelated
Knightscope Security Robots Are Keeping Microsoft Campuses Safe (and They Look Really Scary),1721,unrelated
Google Grows With $1.6 Billion in California Office Deals,2329,discuss
NBC weatherman caught urinating in the woods live on air,2389,discuss
Homeland Security says terrorists haven't crossed U.S-Mexico border,213,unrelated
Widower Cries Tears Of Joy After Hearing Late Wife's Voice Again,1406,unrelated
Purported ISIS claim: Jordan airstrike kills female US hostage,961,unrelated
US airstrike targets Al Shabaab leader Ahmed Abdi Godane in Somalia,741,unrelated
Matt Taibbi takes a leave of absence from First Look Media,126,unrelated
Luke Somers' sister says he was killed in failed Yemen rescue attempt,298,discuss
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,2016,unrelated
Brian Williams Demands Apology From Social Media Over Erroneous Urination Reports (Video),1047,unrelated
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,1580,discuss
Video: Marine survives Taliban sniper headshot thanks to helmet,2070,unrelated
Nigeria and Boko Haram 'agree ceasefire and girls' release',2314,unrelated
ISIS Video Purports To Show Beheading Of British Aid Worker,657,discuss
Missing American journalist reportedly beheaded by Islamic State ,368,unrelated
New Audio Shows Michael Brown Was Shot at 11 Times,121,discuss
James Foley remembered as 'brave and tireless' journalist,1358,unrelated
Video: Marine survives Taliban sniper headshot thanks to helmet,305,agree
This resignation letter in a video-game could be the greatest ever,1569,unrelated
Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),1855,disagree
"Vice Media CEO Shane Smith Spent $300,000 on Las Vegas Dinner (Report)",737,unrelated
"Israel opens dams, floods Gaza",2403,unrelated
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",1940,unrelated
Canadian-Israeli Woman May Have Been Captured In Syria: Reports,1330,discuss
"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",513,unrelated
‘Cannibal mother tries to eat her newborn baby after giving birth’,1029,unrelated
Alleged audio of Michael Brown shooting released,721,discuss
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,1152,discuss
'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,2033,unrelated
"Vice Media’s CEO blew $300,000 on dinner, and a Vegas casino boss blabbed about it",1547,unrelated
James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,2295,unrelated
Saudi Arabia 'fatwa over building of snowmen',599,unrelated
Alleged Ottawa gunman: What we know so far about Michael Zehaf-Bibeau,2134,unrelated
"Is There Really a ‘Sharia Law’ Islamic Tribunal in Dallas, Texas?",1436,discuss
Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',776,unrelated
Report of Kim Jong-un’s ankle injury add fuel to rumours about his absence,505,unrelated
Comcast Declares War on Tor?,503,unrelated
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",1530,discuss
